OBJECTID,DEVELOPMEN,BOROUGH,TDS_NUM,BLDG_NUM,SH_NUM,HOUSE_NUM,STREET,ADDRESS,LOCATION_C,PROGRAM,RESIDENTIA,FACILITY,CONS_TDS,HAS_MO
"4385",SUMNER,BROOKLYN,"073","012","022","834",PARK AVENUE,834 PARK AVENUE,"073012022",FEDERAL,RESIDENTIAL,,"073",false
"4386",SUMNER,BROOKLYN,"073","013","023","824",PARK AVENUE,824 PARK AVENUE,"073013023",FEDERAL,RESIDENTIAL,,"073",false
"4387",SUMNER,BROOKLYN,"073","013","024","808",PARK AVENUE,808 PARK AVENUE,"073013024",FEDERAL,RESIDENTIAL,,"073",false
"4388",SURFSIDE GARDENS,BROOKLYN,"170","001","001","2960",WEST 31ST STREET,2960 WEST 31ST STREET,"170001001",FEDERAL,RESIDENTIAL,CONTRACT ADMINISTRATION FIELD OFFICE/ LAUNDRY ROOM,"170",false
"4389",SURFSIDE GARDENS,BROOKLYN,"170","001","001","2962",WEST 31ST STREET,2962 WEST 31ST STREET,"170001001",FEDERAL,,PAINT SHOP,"170",false
"4390",SURFSIDE GARDENS,BROOKLYN,"170","002","002","2952",WEST 31ST STREET,2952 WEST 31ST STREET,"170002002",FEDERAL,,,"170",false
"4391",SURFSIDE GARDENS,BROOKLYN,"170","002","002","2950",WEST 31ST STREET,2950 WEST 31ST STREET,"170002002",FEDERAL,RESIDENTIAL,,"170",false
"4392",SURFSIDE GARDENS,BROOKLYN,"170","003","003","2942",WEST 31ST STREET,2942 WEST 31ST STREET,"170003003",FEDERAL,,,"170",false
"4393",SURFSIDE GARDENS,BROOKLYN,"170","003","003","2940",WEST 31ST STREET,2940 WEST 31ST STREET,"170003003",FEDERAL,RESIDENTIAL,DEVELOPMENT MANAGEMENT OFFICE/ BOILER,"170",true
"4394",SURFSIDE GARDENS,BROOKLYN,"170","004","004","2841",WEST 33RD STREET,2841 WEST 33RD STREET,"170004004",FEDERAL,,GLAZIERS SHOP,"170",false
"4395",SURFSIDE GARDENS,BROOKLYN,"170","004","004","2839",WEST 33RD STREET,2839 WEST 33RD STREET,"170004004",FEDERAL,RESIDENTIAL,BOILER/ ROOFTOP LEASE LOCATION,"170",false
"4396",SURFSIDE GARDENS,BROOKLYN,"170","005","005","2822",WEST 32ND STREET,2822 WEST 32ND STREET,"170005005",FEDERAL,,,"170",false
"4397",SURFSIDE GARDENS,BROOKLYN,"170","005","005","2820",WEST 32ND STREET,2820 WEST 32ND STREET,"170005005",FEDERAL,RESIDENTIAL,PLASTERERS SHOP,"170",false
"4398",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","000","800","2041",UNION STREET,2041 UNION STREET,"369000800",FEDERAL,,DEVELOPMENT GROUNDS,"167",false
"4399",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","000","801","2063",UNION STREET,2063 UNION STREET,"369000801",FEDERAL,,DEVELOPMENT GROUNDS,"167",false
"4400",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","000","802","2067",UNION STREET,2067 UNION STREET,"369000802",FEDERAL,,DEVELOPMENT GROUNDS,"167",false
"4401",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","001","076","2079",UNION STREET,2079 UNION STREET,"369001076",FEDERAL,,,"167",false
"4402",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","001","076","2069",UNION STREET,2069 UNION STREET,"369001076",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4403",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","002","077","2045",UNION STREET,2045 UNION STREET,"369002077",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4404",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","002","077","2055",UNION STREET,2055 UNION STREET,"369002077",FEDERAL,,,"167",false
"4405",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","003","078","2068",UNION STREET,2068 UNION STREET,"369003078",FEDERAL,,,"167",false
"4406",SUTTER AVENUE-UNION STREET,BROOKLYN,"369","003","078","2058",UNION STREET,2058 UNION STREET,"369003078",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4407",TAFT,MANHATTAN,"097","001","001","1700",MADISON AVENUE,1700 MADISON AVENUE,"097001001",FEDERAL,,,"097",false
"4408",TAFT,MANHATTAN,"097","001","001","1694",MADISON AVENUE,1694 MADISON AVENUE,"097001001",FEDERAL,RESIDENTIAL,,"097",false
"4409",TAFT,MANHATTAN,"097","002","002","1345",5TH AVENUE,1345 5TH AVENUE,"097002002",FEDERAL,RESIDENTIAL,,"097",false
"4410",TAFT,MANHATTAN,"097","003","003","1365",5TH AVENUE,1365 5TH AVENUE,"097003003",FEDERAL,RESIDENTIAL,SENIOR CENTER,"097",false
"4411",TAFT,MANHATTAN,"097","004","004","1385",5TH AVENUE,1385 5TH AVENUE,"097004004",FEDERAL,RESIDENTIAL,JANITORIAL STOREROOM,"097",false
"4412",TAFT,MANHATTAN,"097","004","004","1367",5TH AVENUE,1367 5TH AVENUE,"097004004",FEDERAL,,BOILER,"097",false
"4413",TAFT,MANHATTAN,"097","005","005","1746",MADISON AVENUE,1746 MADISON AVENUE,"097005005",FEDERAL,,MAINTENANCE AREA,"097",false
"4414",TAFT,MANHATTAN,"097","005","005","1740",MADISON AVENUE,1740 MADISON AVENUE,"097005005",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE/ MAINTENANCE STOREROOM,"097",true
"4415",TAFT,MANHATTAN,"097","005","005","1734",MADISON AVENUE,1734 MADISON AVENUE,"097005005",FEDERAL,RESIDENTIAL,,"097",false
"4416",TAFT,MANHATTAN,"097","006","006","1735",MADISON AVENUE,1735 MADISON AVENUE,"097006006",FEDERAL,RESIDENTIAL,,"097",false
"4417",TAFT,MANHATTAN,"097","007","007","70",EAST 115TH STREET,70 EAST 115TH STREET,"097007007",FEDERAL,RESIDENTIAL,,"097",false
"4418",TAFT,MANHATTAN,"097","008","008","65",EAST 112TH STREET,65 EAST 112TH STREET,"097008008",FEDERAL,RESIDENTIAL,,"097",false
"4419",TAFT,MANHATTAN,"097","009","009","1695",MADISON AVENUE,1695 MADISON AVENUE,"097009009",FEDERAL,RESIDENTIAL,,"097",false
"4420",TAFT,MANHATTAN,"097","010","018","1712",MADISON AVENUE,1712 MADISON AVENUE,"097010018",FEDERAL,,COMMERCIAL SPACE (STORE #1)/ BOILER,"097",false
"4421",TAFT,MANHATTAN,"097","010","019","1714",MADISON AVENUE,1714 MADISON AVENUE,"097010019",FEDERAL,,COMMERCIAL SPACE (STORE #2),"097",false
"4422",TAFT,MANHATTAN,"097","010","020","1716",MADISON AVENUE,1716 MADISON AVENUE,"097010020",FEDERAL,,COMMERCIAL SPACE (STORE #3),"097",false
"4423",TAFT,MANHATTAN,"097","010","021","1718",MADISON AVENUE,1718 MADISON AVENUE,"097010021",FEDERAL,,COMMERCIAL SPACE (STORE #4),"097",false
"4424",TAFT,MANHATTAN,"097","010","022","1720",MADISON AVENUE,1720 MADISON AVENUE,"097010022",FEDERAL,,COMMERCIAL SPACE (STORE #4),"097",false
"4425",TAFT,MANHATTAN,"097","010","023","1724",MADISON AVENUE,1724 MADISON AVENUE,"097010023",FEDERAL,,COMMERCIAL SPACE (STORE #5) IS USED AS A DAY CARE CENTER,"097",false
"4426",TAFT,MANHATTAN,"097","010","024","1726",MADISON AVENUE,1726 MADISON AVENUE,"097010024",FEDERAL,,COMMERCIAL SPACE (STORE #5) IS USED AS A DAY CARE CENTER,"097",false
"4427",TAFT,MANHATTAN,"097","010","025","1728",MADISON AVENUE,1728 MADISON AVENUE,"097010025",FEDERAL,,COMMERCIAL SPACE (STORE #6),"097",false
"4428",TAFT,MANHATTAN,"097","010","026","1730",MADISON AVENUE,1730 MADISON AVENUE,"097010026",FEDERAL,,COMMERCIAL SPACE (STORE #8),"097",false
"4429",TAFT,MANHATTAN,"097","010","027","1732",MADISON AVENUE,1732 MADISON AVENUE,"097010027",FEDERAL,,COMMERCIAL SPACE (STORE #9) IS USED AS  A COMMUNITY CENTER,"097",false
"4430",TAPSCOTT STREET REHAB,BROOKLYN,"354","000","800","182",TAPSCOTT STREET,182 TAPSCOTT STREET,"354000800",FEDERAL,,DEVELOPMENT GROUNDS,"167",false
"4431",TAPSCOTT STREET REHAB,BROOKLYN,"354","000","801","188",TAPSCOTT STREET,188 TAPSCOTT STREET,"354000801",FEDERAL,,DEVELOPMENT GROUNDS,"167",false
"4432",TAPSCOTT STREET REHAB,BROOKLYN,"354","000","802","190",TAPSCOTT STREET,190 TAPSCOTT STREET,"354000802",FEDERAL,,DEVELOPMENT GROUNDS,"167",false
"4433",TAPSCOTT STREET REHAB,BROOKLYN,"354","001","063","725",HOWARD AVENUE,725 HOWARD AVENUE,"354001063",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4434",TAPSCOTT STREET REHAB,BROOKLYN,"354","002","064","728",HOWARD AVENUE,728 HOWARD AVENUE,"354002064",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4435",TAPSCOTT STREET REHAB,BROOKLYN,"354","002","064","738",HOWARD AVENUE,738 HOWARD AVENUE,"354002064",FEDERAL,,,"167",false
"4436",TAPSCOTT STREET REHAB,BROOKLYN,"354","003","065","170",TAPSCOTT STREET,170 TAPSCOTT STREET,"354003065",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4437",TAPSCOTT STREET REHAB,BROOKLYN,"354","004","066","185",TAPSCOTT STREET,185 TAPSCOTT STREET,"354004066",FEDERAL,,,"167",false
"4438",TAPSCOTT STREET REHAB,BROOKLYN,"354","004","066","175",TAPSCOTT STREET,175 TAPSCOTT STREET,"354004066",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4439",TAPSCOTT STREET REHAB,BROOKLYN,"354","005","067","184",TAPSCOTT STREET,184 TAPSCOTT STREET,"354005067",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4440",TAPSCOTT STREET REHAB,BROOKLYN,"354","006","068","197",TAPSCOTT STREET,197 TAPSCOTT STREET,"354006068",FEDERAL,,,"167",false
"4441",TAPSCOTT STREET REHAB,BROOKLYN,"354","006","068","187",TAPSCOTT STREET,187 TAPSCOTT STREET,"354006068",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4442",TAPSCOTT STREET REHAB,BROOKLYN,"354","007","069","192",TAPSCOTT STREET,192 TAPSCOTT STREET,"354007069",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4443",TAPSCOTT STREET REHAB,BROOKLYN,"354","008","070","209",TAPSCOTT STREET,209 TAPSCOTT STREET,"354008070",FEDERAL,,,"167",false
"4444",TAPSCOTT STREET REHAB,BROOKLYN,"354","008","070","199",TAPSCOTT STREET,199 TAPSCOTT STREET,"354008070",FEDERAL,RESIDENTIAL,BOILER,"167",false
"4445",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","001","001","632",WYTHE PLACE,632 WYTHE PLACE,"234001001",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"234",true
"4446",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","001","001","634",WYTHE PLACE,634 WYTHE PLACE,"234001001",FEDERAL,,MAINTENANCE SHOP,"234",false
"4447",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","001","001","626",WYTHE PLACE,626 WYTHE PLACE,"234001001",FEDERAL,RESIDENTIAL,BOILER,"234",false
"4448",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","001","001","638",WYTHE PLACE,638 WYTHE PLACE,"234001001",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE,"234",false
"4449",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","001","001","636",WYTHE PLACE,636 WYTHE PLACE,"234001001",FEDERAL,,NYPD HOUSING BUREAU RECORD ROOM,"234",false
"4450",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","001","001","628",WYTHE PLACE,628 WYTHE PLACE,"234001001",FEDERAL,,MAIN STOREROOM,"234",false
"4451",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","002","002","51",ROSS STREET,51 ROSS STREET,"234002002",FEDERAL,RESIDENTIAL,CARPENTERS SHOP,"234",false
"4452",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","002","002","55",ROSS STREET,55 ROSS STREET,"234002002",FEDERAL,,,"234",false
"4453",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","003","003","611",WYTHE AVENUE,611 WYTHE AVENUE,"234003003",FEDERAL,RESIDENTIAL,TENANT STORAGE ROOM,"234",false
"4454",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","004","004","571",WYTHE AVENUE,571 WYTHE AVENUE,"234004004",FEDERAL,RESIDENTIAL,GLAZIERS SHOP,"234",false
"4455",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","005","005","80",CLYMER STREET,80 CLYMER STREET,"234005005",FEDERAL,,COMMUNITY CENTER,"234",false
"4456",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","005","005","70",CLYMER STREET,70 CLYMER STREET,"234005005",FEDERAL,RESIDENTIAL,STORAGE ROOM,"234",false
"4457",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","005","005","74",CLYMER STREET,74 CLYMER STREET,"234005005",FEDERAL,,,"234",false
"4458",TAYLOR STREET-WYTHE AVENUE,BROOKLYN,"234","006","006","599",WYTHE AVENUE,599 WYTHE AVENUE,"234006006",FEDERAL,,STOREROOM,"234",false
"4459",TELLER AVENUE-EAST 166TH STREET,BRONX,"223","001","001","1100",TELLER AVENUE,1100 TELLER AVENUE,"223001001",FEDERAL,RESIDENTIAL,BOILER,"308",false
"4460",TELLER AVENUE-EAST 166TH STREET,BRONX,"223","001","001","1110",TELLER AVENUE,1110 TELLER AVENUE,"223001001",FEDERAL,,,"308",false
"4461",THOMAS APARTMENTS,MANHATTAN,"268","001","046","102",WEST 91ST STREET,102 WEST 91ST STREET,"268001046",FEDERAL,RESIDENTIAL,SENIOR PROGRAM/ LAUNDRY ROOM,"127",false
"4462",THROGGS NECK,BRONX,"063","001","001","2731",SAMPSON AVENUE,2731 SAMPSON AVENUE,"063001001",FEDERAL,RESIDENTIAL,,"063",false
"4463",THROGGS NECK,BRONX,"063","001","002","2733",SAMPSON AVENUE,2733 SAMPSON AVENUE,"063001002",FEDERAL,RESIDENTIAL,,"063",false
"4464",THROGGS NECK,BRONX,"063","001","003","2735",SAMPSON AVENUE,2735 SAMPSON AVENUE,"063001003",FEDERAL,RESIDENTIAL,,"063",false
"4465",THROGGS NECK,BRONX,"063","002","004","2743",SAMPSON AVENUE,2743 SAMPSON AVENUE,"063002004",FEDERAL,RESIDENTIAL,,"063",false
"4466",THROGGS NECK,BRONX,"063","002","005","2745",SAMPSON AVENUE,2745 SAMPSON AVENUE,"063002005",FEDERAL,RESIDENTIAL,,"063",false
"4467",THROGGS NECK,BRONX,"063","003","006","2751",SAMPSON AVENUE,2751 SAMPSON AVENUE,"063003006",FEDERAL,RESIDENTIAL,,"063",false
"4468",THROGGS NECK,BRONX,"063","003","007","2755",SAMPSON AVENUE,2755 SAMPSON AVENUE,"063003007",FEDERAL,RESIDENTIAL,,"063",false
"4469",THROGGS NECK,BRONX,"063","004","008","2761",SAMPSON AVENUE,2761 SAMPSON AVENUE,"063004008",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION,"063",false
"4470",THROGGS NECK,BRONX,"063","004","009","2765",SAMPSON AVENUE,2765 SAMPSON AVENUE,"063004009",FEDERAL,RESIDENTIAL,,"063",false
"4471",THROGGS NECK,BRONX,"063","005","010","2775",SAMPSON AVENUE,2775 SAMPSON AVENUE,"063005010",FEDERAL,RESIDENTIAL,,"063",false
"4472",THROGGS NECK,BRONX,"063","005","011","2777",SAMPSON AVENUE,2777 SAMPSON AVENUE,"063005011",FEDERAL,RESIDENTIAL,,"063",false
"4473",THROGGS NECK,BRONX,"063","006","012","2785",SAMPSON AVENUE,2785 SAMPSON AVENUE,"063006012",FEDERAL,RESIDENTIAL,,"063",false
"4474",THROGGS NECK,BRONX,"063","006","013","2787",SAMPSON AVENUE,2787 SAMPSON AVENUE,"063006013",FEDERAL,RESIDENTIAL,,"063",false
"4475",THROGGS NECK,BRONX,"063","007","014","2730",DEWEY AVENUE,2730 DEWEY AVENUE,"063007014",FEDERAL,RESIDENTIAL,,"063",false
"4476",THROGGS NECK,BRONX,"063","007","015","2732",DEWEY AVENUE,2732 DEWEY AVENUE,"063007015",FEDERAL,RESIDENTIAL,,"063",false
"4477",THROGGS NECK,BRONX,"063","007","016","2734",DEWEY AVENUE,2734 DEWEY AVENUE,"063007016",FEDERAL,RESIDENTIAL,,"063",false
"4478",THROGGS NECK,BRONX,"063","008","017","2742",DEWEY AVENUE,2742 DEWEY AVENUE,"063008017",FEDERAL,RESIDENTIAL,,"063",false
"4479",THROGGS NECK,BRONX,"063","008","018","2744",DEWEY AVENUE,2744 DEWEY AVENUE,"063008018",FEDERAL,RESIDENTIAL,,"063",false
"4480",THROGGS NECK,BRONX,"063","009","019","2760",DEWEY AVENUE,2760 DEWEY AVENUE,"063009019",FEDERAL,RESIDENTIAL,,"063",false
"4481",THROGGS NECK,BRONX,"063","009","020","2762",DEWEY AVENUE,2762 DEWEY AVENUE,"063009020",FEDERAL,RESIDENTIAL,,"063",false
"4482",THROGGS NECK,BRONX,"063","010","021","2770",DEWEY AVENUE,2770 DEWEY AVENUE,"063010021",FEDERAL,RESIDENTIAL,CARETAKER X-SHOP/ REFRIGERATOR & STOVE STORAGE ROOMS,"063",false
"4483",THROGGS NECK,BRONX,"063","010","022","2772",DEWEY AVENUE,2772 DEWEY AVENUE,"063010022",FEDERAL,,,"063",false
"4484",THROGGS NECK,BRONX,"063","010","022","2774",DEWEY AVENUE,2774 DEWEY AVENUE,"063010022",FEDERAL,RESIDENTIAL,LAUNDRY ROOM,"063",false
"4485",THROGGS NECK,BRONX,"063","011","023","2786",DEWEY AVENUE,2786 DEWEY AVENUE,"063011023",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION,"063",false
"4486",THROGGS NECK,BRONX,"063","011","023","461",SWINTON AVENUE,461 SWINTON AVENUE,"063011023",FEDERAL,,DAY CARE CENTER,"063",false
"4487",THROGGS NECK,BRONX,"063","011","024","475",SWINTON AVENUE,475 SWINTON AVENUE,"063011024",FEDERAL,,TENANT ASSOCIATION ROOM,"063",false
"4488",THROGGS NECK,BRONX,"063","011","024","471",SWINTON AVENUE,471 SWINTON AVENUE,"063011024",FEDERAL,RESIDENTIAL,,"063",false
"4489",THROGGS NECK,BRONX,"063","012","025","2773",DEWEY AVENUE,2773 DEWEY AVENUE,"063012025",FEDERAL,RESIDENTIAL,,"063",false
"4490",THROGGS NECK,BRONX,"063","012","026","2775",DEWEY AVENUE,2775 DEWEY AVENUE,"063012026",FEDERAL,RESIDENTIAL,,"063",false
"4491",THROGGS NECK,BRONX,"063","012","027","2777",DEWEY AVENUE,2777 DEWEY AVENUE,"063012027",FEDERAL,RESIDENTIAL,,"063",false
"4492",THROGGS NECK,BRONX,"063","013","028","2791",DEWEY AVENUE,2791 DEWEY AVENUE,"063013028",FEDERAL,RESIDENTIAL,GROUNDS SHOP,"063",false
"4493",THROGGS NECK,BRONX,"063","013","029","2793",DEWEY AVENUE,2793 DEWEY AVENUE,"063013029",FEDERAL,RESIDENTIAL,,"063",false
"4494",THROGGS NECK,BRONX,"063","013","030","2795",DEWEY AVENUE,2795 DEWEY AVENUE,"063013030",FEDERAL,RESIDENTIAL,,"063",false
"4495",THROGGS NECK,BRONX,"063","014","031","2801",DEWEY AVENUE,2801 DEWEY AVENUE,"063014031",FEDERAL,RESIDENTIAL,GROUNDS SHOP,"063",false
"4496",THROGGS NECK,BRONX,"063","014","032","2805",DEWEY AVENUE,2805 DEWEY AVENUE,"063014032",FEDERAL,RESIDENTIAL,BOILER,"063",false
"4497",THROGGS NECK,BRONX,"063","015","033","2815",DEWEY AVENUE,2815 DEWEY AVENUE,"063015033",FEDERAL,RESIDENTIAL,CARPENTERS STORAGE ROOM/ CONTRACTOR PAINT SHOP/ ROOFER SHOPS,"063",false
"4498",THROGGS NECK,BRONX,"063","015","034","2821",DEWEY AVENUE,2821 DEWEY AVENUE,"063015034",FEDERAL,RESIDENTIAL,GROUNDS STORAGE ROOM,"063",false
"4499",THROGGS NECK,BRONX,"063","016","035","2829",DEWEY AVENUE,2829 DEWEY AVENUE,"063016035",FEDERAL,RESIDENTIAL,,"063",false
"4500",THROGGS NECK,BRONX,"063","016","036","2831",DEWEY AVENUE,2831 DEWEY AVENUE,"063016036",FEDERAL,RESIDENTIAL,,"063",false
"4501",THROGGS NECK,BRONX,"063","017","037","505",CALHOUN AVENUE,505 CALHOUN AVENUE,"063017037",FEDERAL,RESIDENTIAL,,"063",false
"4502",THROGGS NECK,BRONX,"063","017","038","515",CALHOUN AVENUE,515 CALHOUN AVENUE,"063017038",FEDERAL,RESIDENTIAL,,"063",false
"4503",THROGGS NECK,BRONX,"063","018","039","545",CALHOUN AVENUE,545 CALHOUN AVENUE,"063018039",FEDERAL,RESIDENTIAL,,"063",false
"4504",THROGGS NECK,BRONX,"063","018","040","555",CALHOUN AVENUE,555 CALHOUN AVENUE,"063018040",FEDERAL,RESIDENTIAL,,"063",false
"4505",THROGGS NECK,BRONX,"063","019","041","2776",SCHLEY AVENUE,2776 SCHLEY AVENUE,"063019041",FEDERAL,RESIDENTIAL,SPRAYER SHOP,"063",false
"4506",THROGGS NECK,BRONX,"063","019","042","2778",SCHLEY AVENUE,2778 SCHLEY AVENUE,"063019042",FEDERAL,RESIDENTIAL,,"063",false
"4507",THROGGS NECK,BRONX,"063","019","043","2780",SCHLEY AVENUE,2780 SCHLEY AVENUE,"063019043",FEDERAL,RESIDENTIAL,,"063",false
"4508",THROGGS NECK,BRONX,"063","020","044","2790",SCHLEY AVENUE,2790 SCHLEY AVENUE,"063020044",FEDERAL,RESIDENTIAL,COMPACTOR BAG STORAGE ROOM,"063",false
"4509",THROGGS NECK,BRONX,"063","020","045","2794",SCHLEY AVENUE,2794 SCHLEY AVENUE,"063020045",FEDERAL,RESIDENTIAL,,"063",false
"4510",THROGGS NECK,BRONX,"063","021","046","2800",SCHLEY AVENUE,2800 SCHLEY AVENUE,"063021046",FEDERAL,RESIDENTIAL,JANITORIAL SUPPLIES STORAGE ROOM,"063",false
"4511",THROGGS NECK,BRONX,"063","021","047","2802",SCHLEY AVENUE,2802 SCHLEY AVENUE,"063021047",FEDERAL,RESIDENTIAL,,"063",false
"4512",THROGGS NECK,BRONX,"063","021","048","2804",SCHLEY AVENUE,2804 SCHLEY AVENUE,"063021048",FEDERAL,RESIDENTIAL,,"063",false
"4513",THROGGS NECK,BRONX,"063","022","049","2816",SCHLEY AVENUE,2816 SCHLEY AVENUE,"063022049",FEDERAL,RESIDENTIAL,,"063",false
"4514",THROGGS NECK,BRONX,"063","022","049","2820",SCHLEY AVENUE,2820 SCHLEY AVENUE,"063022049",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE/ MAIN STOREROOM/ MAINTENANCE SHOP,"063",false
"4515",THROGGS NECK,BRONX,"063","022","050","2822",SCHLEY AVENUE,2822 SCHLEY AVENUE,"063022050",FEDERAL,RESIDENTIAL,,"063",false
"4516",THROGGS NECK,BRONX,"063","022","050","2824",SCHLEY AVENUE,2824 SCHLEY AVENUE,"063022050",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"063",true
"4517",THROGGS NECK,BRONX,"063","023","051","2830",SCHLEY AVENUE,2830 SCHLEY AVENUE,"063023051",FEDERAL,RESIDENTIAL,,"063",false
"4518",THROGGS NECK,BRONX,"063","023","052","595",CALHOUN AVENUE,595 CALHOUN AVENUE,"063023052",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION,"063",false
"4519",THROGGS NECK,BRONX,"063","024","053","2777",SCHLEY AVENUE,2777 SCHLEY AVENUE,"063024053",FEDERAL,RESIDENTIAL,,"063",false
"4520",THROGGS NECK,BRONX,"063","024","054","2779",SCHLEY AVENUE,2779 SCHLEY AVENUE,"063024054",FEDERAL,RESIDENTIAL,,"063",false
"4521",THROGGS NECK,BRONX,"063","025","055","2787",SCHLEY AVENUE,2787 SCHLEY AVENUE,"063025055",FEDERAL,RESIDENTIAL,,"063",false
"4522",THROGGS NECK,BRONX,"063","025","056","2789",SCHLEY AVENUE,2789 SCHLEY AVENUE,"063025056",FEDERAL,RESIDENTIAL,,"063",false
"4523",THROGGS NECK,BRONX,"063","026","057","2801",SCHLEY AVENUE,2801 SCHLEY AVENUE,"063026057",FEDERAL,RESIDENTIAL,,"063",false
"4524",THROGGS NECK,BRONX,"063","026","058","2805",SCHLEY AVENUE,2805 SCHLEY AVENUE,"063026058",FEDERAL,RESIDENTIAL,MAINTENANCE STORAGE ROOM,"063",false
"4525",THROGGS NECK,BRONX,"063","026","058","2803",SCHLEY AVENUE,2803 SCHLEY AVENUE,"063026058",FEDERAL,,JANITORIAL SUPPLIES STORAGE ROOM,"063",false
"4526",THROGGS NECK,BRONX,"063","027","059","2815",SCHLEY AVENUE,2815 SCHLEY AVENUE,"063027059",FEDERAL,RESIDENTIAL,GLASS STORAGE ROOM/ GLAZIERS SHOP,"063",false
"4527",THROGGS NECK,BRONX,"063","027","060","2819",SCHLEY AVENUE,2819 SCHLEY AVENUE,"063027060",FEDERAL,RESIDENTIAL,,"063",false
"4528",THROGGS NECK,BRONX,"063","028","061","2780",RANDALL AVENUE,2780 RANDALL AVENUE,"063028061",FEDERAL,RESIDENTIAL,POLICE SERVICE AREA #8 STORAGE ROOM,"063",false
"4529",THROGGS NECK,BRONX,"063","028","062","2784",RANDALL AVENUE,2784 RANDALL AVENUE,"063028062",FEDERAL,RESIDENTIAL,,"063",false
"4530",THROGGS NECK,BRONX,"063","029","063","2790",RANDALL AVENUE,2790 RANDALL AVENUE,"063029063",FEDERAL,RESIDENTIAL,,"063",false
"4531",THROGGS NECK,BRONX,"063","029","063","2794",RANDALL AVENUE,2794 RANDALL AVENUE,"063029063",FEDERAL,,POLICE SERVICE AREA #8,"063",false
"4532",THROGGS NECK,BRONX,"063","029","064","2798",RANDALL AVENUE,2798 RANDALL AVENUE,"063029064",FEDERAL,RESIDENTIAL,,"063",false
"4533",THROGGS NECK,BRONX,"063","034","072",2770A,RANDALL AVENUE,2770A RANDALL AVENUE,"063034072",FEDERAL,,STORAGE SHED A-TECH SERVICES DEPOT,"063",false
"4534",THROGGS NECK,BRONX,"063","035","073",2770B,RANDALL AVENUE,2770B RANDALL AVENUE,"063035073",FEDERAL,,STORAGE SHED B-TECH SERVICES DEPOT,"063",false
"4535",THROGGS NECK ADDITION,BRONX,"193","030","065","680",BALCOM AVENUE,680 BALCOM AVENUE,"193030065",FEDERAL,RESIDENTIAL,BRONX & MANHATTAN REPAIR UNIT-TECH SERVICES DEPOT,"063",false
"4536",THROGGS NECK ADDITION,BRONX,"193","030","065","690",BALCOM AVENUE,690 BALCOM AVENUE,"193030065",FEDERAL,,ELEVATOR SHOP,"063",false
"4537",THROGGS NECK ADDITION,BRONX,"193","031","066","2755",SCHLEY AVENUE,2755 SCHLEY AVENUE,"193031066",FEDERAL,,,"063",false
"4538",THROGGS NECK ADDITION,BRONX,"193","031","066","2745",SCHLEY AVENUE,2745 SCHLEY AVENUE,"193031066",FEDERAL,RESIDENTIAL,ELEVATOR SHOP,"063",false
"4539",THROGGS NECK ADDITION,BRONX,"193","032","067","550",BALCOM AVENUE,550 BALCOM AVENUE,"193032067",FEDERAL,,COMMUNITY CENTER,"063",false
"4540",THROGGS NECK ADDITION,BRONX,"193","032","067","570",BALCOM AVENUE,570 BALCOM AVENUE,"193032067",FEDERAL,,,"063",false
